,N_customers,vaccination_prop,len_shoplist,basic_compliance,vision,run,n_problematic_contacts,n_problematic_contacts_mean,n_problematic_contacts_mean_100
41,49,0.9208984375,10,0.8759765625,3,41,0,0.03992015968063872,0.04987531172069826
42,93,0.2216796875,7,0.0517578125,6,42,13,15.071856287425149,14.817955112219451
43,14,0.2216796875,7,0.0517578125,6,43,0,0.26746506986027946,0.22693266832917705
44,93,0.1708984375,7,0.0517578125,6,44,31,19.11177644710579,19.5785536159601
45,93,0.2216796875,15,0.0517578125,6,45,28,17.82435129740519,17.18703241895262
46,93,0.2216796875,7,0.6259765625,6,46,16,14.90818363273453,15.41147132169576
47,93,0.2216796875,7,0.0517578125,4,47,15,16.910179640718564,15.890274314214464
48,14,0.1708984375,15,0.6259765625,4,48,0,0.04590818363273453,0.03740648379052369
49,23,0.7216796875,17,0.5517578125,4,49,0,0.023952095808383235,0.017456359102244388
50,84,0.7216796875,17,0.5517578125,4,50,4,1.8303393213572854,2.089775561097257
51,23,0.6708984375,17,0.5517578125,4,51,0,0.041916167664670656,0.03740648379052369
52,23,0.7216796875,5,0.5517578125,4,52,0,0.07584830339321358,0.0
53,23,0.7216796875,17,0.1259765625,4,53,0,0.03592814371257485,0.032418952618453865
54,23,0.7216796875,17,0.5517578125,6,54,0,0.027944111776447105,0.022443890274314215
55,84,0.6708984375,5,0.1259765625,6,55,4,3.9441117764471056,4.172069825436409
56,18,0.1904296875,0,0.4580078125,5,56,11,5.826347305389222,6.7905236907730675
57,45,0.1904296875,0,0.4580078125,5,57,44,33.96007984031936,38.087281795511224
58,18,0.9521484375,0,0.4580078125,5,58,0,0.015968063872255488,0.0199501246882793
59,18,0.1904296875,16,0.4580078125,5,59,1,0.20359281437125748,0.16708229426433915
60,18,0.1904296875,0,0.0322265625,5,60,8,9.12375249500998,10.369077306733168
61,18,0.1904296875,0,0.4580078125,4,61,12,6.135728542914172,6.56359102244389
62,45,0.9521484375,16,0.0322265625,4,62,0,0.0,0.0
63,88,0.6904296875,10,0.9580078125,3,63,2,1.5548902195608783,1.5760598503740648
64,115,0.6904296875,10,0.9580078125,3,64,7,3.3932135728542914,3.6683291770573567
65,88,0.4521484375,10,0.9580078125,3,65,0,3.9760479041916166,4.112219451371571
66,88,0.6904296875,6,0.9580078125,3,66,1,1.0159680638722555,0.942643391521197
67,88,0.6904296875,10,0.5322265625,3,67,4,1.2075848303393213,1.2344139650872819
68,88,0.6904296875,10,0.9580078125,6,68,3,1.3353293413173652,1.1022443890274314
69,115,0.4521484375,6,0.5322265625,6,69,15,15.87624750499002,16.638403990024937
70,123,0.4404296875,5,0.2080078125,4,70,25,19.387225548902194,20.00498753117207
71,80,0.4404296875,5,0.2080078125,4,71,2,7.682634730538922,7.71072319201995
72,123,0.7021484375,5,0.2080078125,4,72,2,5.115768463073852,4.992518703241895
73,123,0.4404296875,1,0.2080078125,4,73,42,21.46307385229541,22.44638403990025
74,123,0.4404296875,5,0.7822265625,4,74,11,13.870259481037925,14.556109725685786
75,123,0.4404296875,5,0.2080078125,5,75,13,19.75249500998004,18.758104738154614
76,80,0.7021484375,1,0.7822265625,5,76,4,2.4570858283433132,2.773067331670823
77,53,0.9404296875,15,0.7080078125,6,77,0,0.05588822355289421,0.06234413965087282
78,10,0.9404296875,15,0.7080078125,6,78,0,0.0,0.0
79,53,0.2021484375,15,0.7080078125,6,79,4,3.281437125748503,3.3042394014962593
80,53,0.9404296875,11,0.7080078125,6,80,0,0.023952095808383235,0.02493765586034913
81,53,0.9404296875,15,0.2822265625,6,81,0,0.09780439121756487,0.0199501246882793
82,53,0.9404296875,15,0.7080078125,3,82,0,0.0,0.0
83,10,0.2021484375,11,0.2822265625,3,83,0,0.08183632734530938,0.0798004987531172
84,71,0.3154296875,13,0.5830078125,6,84,12,6.145708582834331,6.3915211970074814
85,62,0.3154296875,13,0.5830078125,6,85,10,4.221556886227545,4.55860349127182
86,71,0.5771484375,13,0.5830078125,6,86,1,2.900199600798403,2.7780548628428927
87,71,0.3154296875,3,0.5830078125,6,87,3,5.920159680638722,6.14214463840399
88,71,0.3154296875,13,0.9072265625,6,88,5,3.9560878243512976,4.261845386533666
89,71,0.3154296875,13,0.5830078125,6,89,8,5.6946107784431135,6.182044887780549
90,62,0.5771484375,3,0.9072265625,6,90,1,1.0538922155688624,1.0972568578553616
91,141,0.8154296875,3,0.0830078125,4,91,3,3.802395209580838,4.197007481296758
92,132,0.8154296875,3,0.0830078125,4,92,2,3.7664670658682633,4.032418952618454
93,141,0.0771484375,3,0.0830078125,4,93,57,64.40718562874251,64.23690773067332
94,141,0.8154296875,13,0.0830078125,4,94,2,3.1596806387225547,3.28428927680798
95,141,0.8154296875,3,0.4072265625,4,95,3,2.1077844311377247,1.7655860349127181
96,141,0.8154296875,3,0.0830078125,4,96,2,2.13373253493014,2.4064837905236907
97,132,0.0771484375,13,0.4072265625,4,97,53,46.25548902195609,45.581047381546135
98,106,0.0654296875,18,0.8330078125,3,98,21,20.093812375249502,19.887780548628427
99,97,0.0654296875,18,0.8330078125,3,99,28,15.347305389221557,15.927680798004987
100,106,0.8271484375,18,0.8330078125,3,100,0,0.8303393213572854,0.683291770573566
101,106,0.0654296875,18,0.8330078125,3,101,15,19.039920159680637,18.28927680798005
102,106,0.0654296875,18,0.1572265625,3,102,48,35.83233532934132,36.423940149625935
103,106,0.0654296875,18,0.8330078125,3,103,17,18.201596806387226,17.950124688279303
104,97,0.8271484375,18,0.1572265625,3,104,1,1.469061876247505,1.5436408977556109
105,36,0.5654296875,8,0.3330078125,5,105,0,0.5768463073852296,0.628428927680798
106,27,0.5654296875,8,0.3330078125,5,106,0,0.1497005988023952,0.14463840399002495
107,36,0.3271484375,8,0.3330078125,5,107,2,0.8183632734530938,0.6384039900249376
108,36,0.5654296875,8,0.3330078125,5,108,0,0.4231536926147705,0.47880299251870323
109,36,0.5654296875,8,0.6572265625,5,109,0,0.3313373253493014,0.3167082294264339
110,36,0.5654296875,8,0.3330078125,5,110,1,0.7405189620758483,0.8478802992518704
111,27,0.3271484375,8,0.6572265625,5,111,0,0.42714570858283435,0.44139650872817954
112,27,0.3779296875,19,0.0205078125,3,112,2,0.6906187624750499,0.571072319201995
113,18,0.3779296875,19,0.0205078125,3,113,0,0.2874251497005988,0.3316708229426434
114,27,0.5146484375,19,0.0205078125,3,114,0,0.7564870259481038,0.7306733167082294
115,27,0.3779296875,4,0.0205078125,3,115,1,0.562874251497006,0.6433915211970075
116,27,0.3779296875,19,0.9697265625,3,116,0,0.1497005988023952,0.14713216957605985
117,,,,,,,,,
118,,,,,,,,,
119,,,,,,,,,
120,,,,,,,,,
121,,,,,,,,,
122,,,,,,,,,
123,,,,,,,,,
124,,,,,,,,,
125,,,,,,,,,
126,,,,,,,,,
127,,,,,,,,,
128,,,,,,,,,
129,,,,,,,,,
130,,,,,,,,,
131,,,,,,,,,
132,,,,,,,,,
133,,,,,,,,,
134,,,,,,,,,
135,,,,,,,,,
136,,,,,,,,,
137,,,,,,,,,
138,,,,,,,,,
139,,,,,,,,,
140,,,,,,,,,
141,,,,,,,,,
142,,,,,,,,,
143,,,,,,,,,
144,,,,,,,,,
145,,,,,,,,,
146,,,,,,,,,
147,,,,,,,,,
148,,,,,,,,,
149,,,,,,,,,
150,,,,,,,,,
151,,,,,,,,,
152,,,,,,,,,
153,,,,,,,,,
154,,,,,,,,,
155,,,,,,,,,
156,,,,,,,,,
157,,,,,,,,,
158,,,,,,,,,
159,,,,,,,,,
160,,,,,,,,,
161,,,,,,,,,
162,,,,,,,,,
163,,,,,,,,,
164,,,,,,,,,
165,,,,,,,,,
166,,,,,,,,,
167,,,,,,,,,
168,,,,,,,,,
169,,,,,,,,,
170,,,,,,,,,
171,,,,,,,,,
172,,,,,,,,,
173,,,,,,,,,
174,,,,,,,,,
175,,,,,,,,,
176,,,,,,,,,
177,,,,,,,,,
178,,,,,,,,,
179,,,,,,,,,
180,,,,,,,,,
181,,,,,,,,,
182,,,,,,,,,
183,,,,,,,,,
184,,,,,,,,,
185,,,,,,,,,
186,,,,,,,,,
187,,,,,,,,,
188,,,,,,,,,
189,,,,,,,,,
190,,,,,,,,,
191,,,,,,,,,
192,,,,,,,,,
193,,,,,,,,,
194,,,,,,,,,
195,,,,,,,,,
196,,,,,,,,,
197,,,,,,,,,
198,,,,,,,,,
199,,,,,,,,,
200,,,,,,,,,
201,,,,,,,,,
202,,,,,,,,,
203,,,,,,,,,
204,,,,,,,,,
205,,,,,,,,,
206,,,,,,,,,
207,,,,,,,,,
208,,,,,,,,,
209,,,,,,,,,
210,,,,,,,,,
211,,,,,,,,,
212,,,,,,,,,
213,,,,,,,,,
214,,,,,,,,,
215,,,,,,,,,
216,,,,,,,,,
217,,,,,,,,,
218,,,,,,,,,
219,,,,,,,,,
220,,,,,,,,,
221,,,,,,,,,
222,,,,,,,,,
223,,,,,,,,,
224,,,,,,,,,
225,,,,,,,,,
226,,,,,,,,,
227,,,,,,,,,
228,,,,,,,,,
229,,,,,,,,,
230,,,,,,,,,
231,,,,,,,,,
232,,,,,,,,,
233,,,,,,,,,
234,,,,,,,,,
235,,,,,,,,,
236,,,,,,,,,
237,,,,,,,,,
238,,,,,,,,,
239,,,,,,,,,
240,,,,,,,,,
241,,,,,,,,,
242,,,,,,,,,
243,,,,,,,,,
244,,,,,,,,,
245,,,,,,,,,
246,,,,,,,,,
247,,,,,,,,,
248,,,,,,,,,
249,,,,,,,,,
250,,,,,,,,,
251,,,,,,,,,
252,,,,,,,,,
253,,,,,,,,,
254,,,,,,,,,
255,,,,,,,,,
256,,,,,,,,,
257,,,,,,,,,
258,,,,,,,,,
259,,,,,,,,,
260,,,,,,,,,
261,,,,,,,,,
262,,,,,,,,,
263,,,,,,,,,
264,,,,,,,,,
265,,,,,,,,,
266,,,,,,,,,
267,,,,,,,,,
268,,,,,,,,,
269,,,,,,,,,
270,,,,,,,,,
271,,,,,,,,,
272,,,,,,,,,
273,,,,,,,,,
274,,,,,,,,,
275,,,,,,,,,
276,,,,,,,,,
277,,,,,,,,,
278,,,,,,,,,
279,,,,,,,,,
280,,,,,,,,,
281,,,,,,,,,
282,,,,,,,,,
283,,,,,,,,,
284,,,,,,,,,
285,,,,,,,,,
286,,,,,,,,,
287,,,,,,,,,
288,,,,,,,,,
289,,,,,,,,,
290,,,,,,,,,
291,,,,,,,,,
292,,,,,,,,,
293,,,,,,,,,
294,,,,,,,,,
295,,,,,,,,,
296,,,,,,,,,
297,,,,,,,,,
298,,,,,,,,,
299,,,,,,,,,
300,,,,,,,,,
301,,,,,,,,,
302,,,,,,,,,
303,,,,,,,,,
304,,,,,,,,,
305,,,,,,,,,
306,,,,,,,,,
307,,,,,,,,,
308,,,,,,,,,
309,,,,,,,,,
310,,,,,,,,,
311,,,,,,,,,
312,,,,,,,,,
313,,,,,,,,,
314,,,,,,,,,
315,,,,,,,,,
316,,,,,,,,,
317,,,,,,,,,
318,,,,,,,,,
319,,,,,,,,,
320,,,,,,,,,
321,,,,,,,,,
322,,,,,,,,,
323,,,,,,,,,
324,,,,,,,,,
325,,,,,,,,,
326,,,,,,,,,
327,,,,,,,,,
328,,,,,,,,,
329,,,,,,,,,
330,,,,,,,,,
331,,,,,,,,,
332,,,,,,,,,
333,,,,,,,,,
334,,,,,,,,,
335,,,,,,,,,
336,,,,,,,,,
337,,,,,,,,,
338,,,,,,,,,
339,,,,,,,,,
340,,,,,,,,,
341,,,,,,,,,
342,,,,,,,,,
343,,,,,,,,,
344,,,,,,,,,
345,,,,,,,,,
346,,,,,,,,,
347,,,,,,,,,
348,,,,,,,,,
349,,,,,,,,,
350,,,,,,,,,
351,,,,,,,,,
352,,,,,,,,,
353,,,,,,,,,
354,,,,,,,,,
355,,,,,,,,,
356,,,,,,,,,
357,,,,,,,,,
358,,,,,,,,,
359,,,,,,,,,
360,,,,,,,,,
361,,,,,,,,,
362,,,,,,,,,
363,,,,,,,,,
364,,,,,,,,,
365,,,,,,,,,
366,,,,,,,,,
367,,,,,,,,,
368,,,,,,,,,
369,,,,,,,,,
370,,,,,,,,,
371,,,,,,,,,
372,,,,,,,,,
373,,,,,,,,,
374,,,,,,,,,
375,,,,,,,,,
376,,,,,,,,,
377,,,,,,,,,
378,,,,,,,,,
379,,,,,,,,,
380,,,,,,,,,
381,,,,,,,,,
382,,,,,,,,,
383,,,,,,,,,
384,,,,,,,,,
385,,,,,,,,,
386,,,,,,,,,
387,,,,,,,,,
388,,,,,,,,,
389,,,,,,,,,
390,,,,,,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,,,,,,,,,
395,,,,,,,,,
396,,,,,,,,,
397,,,,,,,,,
398,,,,,,,,,
399,,,,,,,,,
400,,,,,,,,,
401,,,,,,,,,
402,,,,,,,,,
403,,,,,,,,,
404,,,,,,,,,
405,,,,,,,,,
406,,,,,,,,,
407,,,,,,,,,
408,,,,,,,,,
409,,,,,,,,,
410,,,,,,,,,
411,,,,,,,,,
412,,,,,,,,,
413,,,,,,,,,
414,,,,,,,,,
415,,,,,,,,,
416,,,,,,,,,
417,,,,,,,,,
418,,,,,,,,,
419,,,,,,,,,
420,,,,,,,,,
421,,,,,,,,,
422,,,,,,,,,
423,,,,,,,,,
424,,,,,,,,,
425,,,,,,,,,
426,,,,,,,,,
427,,,,,,,,,
428,,,,,,,,,
429,,,,,,,,,
430,,,,,,,,,
431,,,,,,,,,
432,,,,,,,,,
433,,,,,,,,,
434,,,,,,,,,
435,,,,,,,,,
436,,,,,,,,,
437,,,,,,,,,
438,,,,,,,,,
439,,,,,,,,,
440,,,,,,,,,
441,,,,,,,,,
442,,,,,,,,,
443,,,,,,,,,
444,,,,,,,,,
445,,,,,,,,,
446,,,,,,,,,
447,,,,,,,,,
448,,,,,,,,,
449,,,,,,,,,
450,,,,,,,,,
451,,,,,,,,,
452,,,,,,,,,
453,,,,,,,,,
454,,,,,,,,,
455,,,,,,,,,
456,,,,,,,,,
457,,,,,,,,,
458,,,,,,,,,
459,,,,,,,,,
460,,,,,,,,,
461,,,,,,,,,
462,,,,,,,,,
463,,,,,,,,,
464,,,,,,,,,
465,,,,,,,,,
466,,,,,,,,,
467,,,,,,,,,
468,,,,,,,,,
469,,,,,,,,,
470,,,,,,,,,
471,,,,,,,,,
472,,,,,,,,,
473,,,,,,,,,
474,,,,,,,,,
475,,,,,,,,,
476,,,,,,,,,
477,,,,,,,,,
478,,,,,,,,,
479,,,,,,,,,
480,,,,,,,,,
481,,,,,,,,,
482,,,,,,,,,
483,,,,,,,,,
484,,,,,,,,,
485,,,,,,,,,
486,,,,,,,,,
487,,,,,,,,,
488,,,,,,,,,
489,,,,,,,,,
490,,,,,,,,,
491,,,,,,,,,
492,,,,,,,,,
493,,,,,,,,,
494,,,,,,,,,
495,,,,,,,,,
496,,,,,,,,,
497,,,,,,,,,
498,,,,,,,,,
499,,,,,,,,,
500,,,,,,,,,
501,,,,,,,,,
502,,,,,,,,,
503,,,,,,,,,
504,,,,,,,,,
505,,,,,,,,,
506,,,,,,,,,
507,,,,,,,,,
508,,,,,,,,,
509,,,,,,,,,
510,,,,,,,,,
511,,,,,,,,,
512,,,,,,,,,
513,,,,,,,,,
514,,,,,,,,,
515,,,,,,,,,
516,,,,,,,,,
517,,,,,,,,,
518,,,,,,,,,
519,,,,,,,,,
520,,,,,,,,,
521,,,,,,,,,
522,,,,,,,,,
523,,,,,,,,,
524,,,,,,,,,
525,,,,,,,,,
526,,,,,,,,,
527,,,,,,,,,
528,,,,,,,,,
529,,,,,,,,,
530,,,,,,,,,
531,,,,,,,,,
532,,,,,,,,,
533,,,,,,,,,
534,,,,,,,,,
535,,,,,,,,,
536,,,,,,,,,
537,,,,,,,,,
538,,,,,,,,,
539,,,,,,,,,
540,,,,,,,,,
541,,,,,,,,,
542,,,,,,,,,
543,,,,,,,,,
544,,,,,,,,,
545,,,,,,,,,
546,,,,,,,,,
547,,,,,,,,,
548,,,,,,,,,
549,,,,,,,,,
550,,,,,,,,,
551,,,,,,,,,
552,,,,,,,,,
553,,,,,,,,,
554,,,,,,,,,
555,,,,,,,,,
556,,,,,,,,,
557,,,,,,,,,
558,,,,,,,,,
559,,,,,,,,,
560,,,,,,,,,
561,,,,,,,,,
562,,,,,,,,,
563,,,,,,,,,
564,,,,,,,,,
565,,,,,,,,,
566,,,,,,,,,
567,,,,,,,,,
568,,,,,,,,,
569,,,,,,,,,
570,,,,,,,,,
571,,,,,,,,,
572,,,,,,,,,
573,,,,,,,,,
574,,,,,,,,,
575,,,,,,,,,
576,,,,,,,,,
577,,,,,,,,,
578,,,,,,,,,
579,,,,,,,,,
580,,,,,,,,,
581,,,,,,,,,
582,,,,,,,,,
583,,,,,,,,,
584,,,,,,,,,
585,,,,,,,,,
586,,,,,,,,,
587,,,,,,,,,
588,,,,,,,,,
589,,,,,,,,,
590,,,,,,,,,
591,,,,,,,,,
592,,,,,,,,,
593,,,,,,,,,
594,,,,,,,,,
595,,,,,,,,,
596,,,,,,,,,
597,,,,,,,,,
598,,,,,,,,,
599,,,,,,,,,
600,,,,,,,,,
601,,,,,,,,,
602,,,,,,,,,
603,,,,,,,,,
604,,,,,,,,,
605,,,,,,,,,
606,,,,,,,,,
607,,,,,,,,,
608,,,,,,,,,
609,,,,,,,,,
610,,,,,,,,,
611,,,,,,,,,
612,,,,,,,,,
613,,,,,,,,,
614,,,,,,,,,
615,,,,,,,,,
616,,,,,,,,,
617,,,,,,,,,
618,,,,,,,,,
619,,,,,,,,,
620,,,,,,,,,
621,,,,,,,,,
622,,,,,,,,,
623,,,,,,,,,
624,,,,,,,,,
625,,,,,,,,,
626,,,,,,,,,
627,,,,,,,,,
628,,,,,,,,,
629,,,,,,,,,
630,,,,,,,,,
631,,,,,,,,,
632,,,,,,,,,
633,,,,,,,,,
634,,,,,,,,,
635,,,,,,,,,
636,,,,,,,,,
637,,,,,,,,,
638,,,,,,,,,
639,,,,,,,,,
640,,,,,,,,,
641,,,,,,,,,
642,,,,,,,,,
643,,,,,,,,,
644,,,,,,,,,
645,,,,,,,,,
646,,,,,,,,,
647,,,,,,,,,
648,,,,,,,,,
649,,,,,,,,,
650,,,,,,,,,
651,,,,,,,,,
652,,,,,,,,,
653,,,,,,,,,
654,,,,,,,,,
655,,,,,,,,,
656,,,,,,,,,
657,,,,,,,,,
658,,,,,,,,,
659,,,,,,,,,
660,,,,,,,,,
661,,,,,,,,,
662,,,,,,,,,
663,,,,,,,,,
664,,,,,,,,,
665,,,,,,,,,
666,,,,,,,,,
667,,,,,,,,,
668,,,,,,,,,
669,,,,,,,,,
670,,,,,,,,,
671,,,,,,,,,
672,,,,,,,,,
673,,,,,,,,,
674,,,,,,,,,
675,,,,,,,,,
676,,,,,,,,,
677,,,,,,,,,
678,,,,,,,,,
679,,,,,,,,,
680,,,,,,,,,
681,,,,,,,,,
682,,,,,,,,,
683,,,,,,,,,
684,,,,,,,,,
685,,,,,,,,,
686,,,,,,,,,
687,,,,,,,,,
688,,,,,,,,,
689,,,,,,,,,
690,,,,,,,,,
691,,,,,,,,,
692,,,,,,,,,
693,,,,,,,,,
694,,,,,,,,,
695,,,,,,,,,
696,,,,,,,,,
697,,,,,,,,,
698,,,,,,,,,
699,,,,,,,,,
